run_id,subject,chinFirst,chin,x_pos,y_pos,task_nr,trial_index,time_elapsed,window_width,window_height,window_width_max,window_height_max,window_diagonal,window_diagonal_max,t_startTrial,trial_duration_exact,x_mean,y_mean,fps,fixation_nr,positionIndex,offset,offset_perc,precision,precision_perc,age,device,browser,platform,gender,ethnic,sight,glasses,degree,eyeshadow,masquara,eyeliner,browliner,vertPosition,triedChin,keptHead
16,473,1,1.0,0.2,0.5,1.0,109,332275,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,327190,5085,382.25396825396825,372.87301587301585,12.389380530973451,1,16,147.10181115124337,20.43080710433936,109.68590948812357,15.23415409557272,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.2,0.2,1.0,112,340524,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,335420,5104,352.14864864864865,242.67567567567568,14.498432601880877,2,16,152.23335296279768,21.143521244833018,126.86785959569501,17.62053605495764,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.2,0.8,1.0,115,349019,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,343619,5400,379.6885245901639,513.9344262295082,11.296296296296296,3,16,156.71520080368072,21.7660001116223,141.74259859661166,19.686472027307175,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.8,0.2,1.0,118,357169,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,352090,5079,986.9634146341464,291.280487804878,16.144910415436108,4,16,195.24337022346594,27.11713475325915,156.49465973217005,21.73536940724584,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.5,0.5,1.0,121,365365,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,360289,5076,669.765625,325.515625,12.60835303388495,5,16,95.18998672147595,13.220831489093884,95.46330027407784,13.258791704733035,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.8,0.5,1.0,124,373450,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,368401,5049,1040.2597402597403,304.38961038961037,15.250544662309368,6,16,127.93888470817225,17.769289542801687,142.99337542021465,19.86019103058537,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.5,0.8,1.0,127,381637,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,376544,5093,736.4857142857143,491.0,13.744354997054781,7,16,148.55371870124853,20.632460930728957,119.84081618751516,16.64455780382155,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.5,0.2,1.0,130,389841,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,384734,5107,676.2307692307693,220.87692307692308,12.727628744859997,8,16,136.77474145614784,18.996491868909416,130.38502473273613,18.10903121288002,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
16,473,1,1.0,0.8,0.8,1.0,133,397971,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,392921,5050,912.7662337662338,479.61038961038963,15.247524752475247,9,16,171.50581808108498,23.8202525112618,156.37858257945615,21.71924758048002,1995,WebKit,Chrome,Windows,male,caucasian,glasses,shortSight,college,0,0,0,0,b,1,1
17,75,1,1.0,0.8,0.5,1.0,109,362043,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,357006,5037,921.1680672268908,420.2689075630252,23.625173714512606,1,17,162.2362012782477,22.53280573308996,186.28585681831342,25.873035669210196,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.5,0.2,1.0,112,370143,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,365091,5052,600.0350877192982,225.9561403508772,22.565320665083135,2,17,134.25361670685592,18.64633565372999,137.0374081451778,19.032973353496917,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.8,0.2,1.0,115,378235,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,373183,5052,1003.0672268907563,277.21008403361344,23.555027711797308,3,17,205.83704079638622,28.58847788838696,208.03638196044832,28.893941938951155,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.8,0.8,1.0,118,386333,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,381291,5042,849.1166666666667,464.5416666666667,23.80007933359778,4,17,221.67206658557086,30.787787025773742,130.8392830388149,18.17212264427985,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.2,0.2,1.0,121,394394,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,389358,5036,388.76666666666665,270.15,23.828435266084195,5,17,191.98864262772506,26.665089253850716,125.01215829759208,17.362799763554456,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.5,0.5,1.0,124,402459,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,397430,5029,612.6115702479339,451.90909090909093,24.060449393517597,6,17,117.64484325416498,16.33956156307848,78.73035600731431,10.934771667682543,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.5,0.8,1.0,127,410547,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,405492,5055,579.688524590164,526.4508196721312,24.134520276953513,7,17,115.92394572760863,16.100548017723415,107.68572857224355,14.956351190589382,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.2,0.5,1.0,130,418623,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,413577,5046,450.2857142857143,396.88235294117646,23.58303606817281,8,17,223.05759062023438,30.980220919476995,156.12671643680986,21.684266171779147,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
17,75,1,1.0,0.2,0.8,1.0,133,426722,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,421683,5039,503.0508474576271,469.1949152542373,23.417344711252234,9,17,280.64471908559705,38.978433206332916,129.21687891084923,17.946788737617947,1995,WebKit,Chrome,Windows,diverse,hispanic,notCorrected,noCorrection,highSchool,0,0,0,0,b,1,1
18,606,0,0.0,0.5,0.2,1.0,109,317878,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,312828,5050,554.139344262295,239.88524590163934,24.15841584158416,1,18,165.0949455681279,22.929853551128886,134.0581298123013,18.61918469615296,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.8,0.5,1.0,112,325954,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,320929,5025,893.4590163934427,377.71311475409834,24.27860696517413,2,18,178.1282800002253,24.74003888892017,158.637313280138,22.032960177796944,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.2,0.5,1.0,115,334030,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,328982,5048,474.76271186440675,274.9237288135593,23.375594294770206,3,18,265.7650207072232,36.91180843155879,170.99211175907058,23.748904410982025,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.8,0.8,1.0,118,342130,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,337089,5041,967.4262295081967,423.9344262295082,24.20154731204126,4,18,203.7499754805978,28.298607705638595,183.77983334207562,25.524976853066057,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.2,0.8,1.0,121,350255,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,345184,5071,504.0163934426229,406.9016393442623,24.058371129954644,5,18,306.50836136012543,42.57060574446186,151.95185785510083,21.104424702097337,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.5,0.5,1.0,124,358305,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,353278,5027,588.6910569105692,247.9512195121951,24.46787348319077,6,18,162.9789984113437,22.635972001575514,128.01085978701957,17.779286081530493,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.5,0.8,1.0,127,366377,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,361345,5032,735.2868852459017,207.2377049180328,24.24483306836248,7,18,383.3630494751628,53.24486798266151,153.6542602241503,21.340869475576433,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.8,0.2,1.0,130,374446,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,369412,5034,785.2809917355372,161.79338842975207,24.036551450139054,8,18,278.5553407446437,38.68824177008939,205.57828697192681,28.55253985721206,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,0.0,0.2,0.2,1.0,133,382553,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,377500,5053,587.1818181818181,270.6942148760331,23.946170591727686,9,18,401.00014970889663,55.69446523734674,283.8194293541742,39.41936518807975,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.8,0.2,2.0,234,643753,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,638727,5026,690.3781512605042,283.3613445378151,23.676880222841227,1,18,377.86419930992287,52.481138793044835,273.73666185806127,38.01898081361962,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.2,0.8,2.0,237,651832,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,646786,5046,412.29411764705884,434.7226890756302,23.58303606817281,2,18,231.9053957445188,32.209082742294285,152.22977310746958,21.14302404270411,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.5,0.8,2.0,240,659917,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,654888,5029,685.2833333333333,457.7583333333333,23.861602704314972,3,18,184.29723158894313,25.596837720686526,158.77742173488576,22.0524196854008,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.2,0.2,2.0,243,668023,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,662965,5058,322.38655462184875,292.25210084033614,23.527085804665877,4,18,194.4953692077762,27.01324572330226,144.81818956572408,20.1136374396839,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.8,0.8,2.0,246,676119,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,671063,5056,834.4957264957264,433.4188034188034,23.140822784810126,5,18,257.4571986479812,35.75794425666405,220.06645706605192,30.564785703618323,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.5,0.2,2.0,249,684228,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,679172,5056,469.5833333333333,290.46666666666664,23.734177215189874,6,18,244.96819389121023,34.02336026266809,120.30305597854853,16.708757774798407,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.8,0.5,2.0,252,692295,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,687267,5028,698.9669421487604,315.4876033057851,24.065234685759744,7,18,350.8767872250645,48.732887114592266,233.72934299803666,32.46240874972732,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.5,0.5,2.0,255,700370,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,695341,5029,427.54237288135596,412.22033898305085,23.463909325909725,8,18,253.29836669343499,35.18032870742154,162.956206015605,22.63280639105625,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
18,606,0,1.0,0.2,0.5,2.0,258,708470,1280.0,720.0,1280.0,720.0,1468.6047800548656,1468.6047800548656,703415,5055,206.29752066115702,353.4876033057851,23.93669634025717,9,18,169.02356588365896,23.4754952616193,189.065416128154,26.25908557335472,1995,WebKit,Chrome,Windows,male,caucasian,contactLenses,longSight,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.8,0.5,1.0,109,713588,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,708468,5120,1446.1084337349398,533.3373493975904,16.2109375,1,20,239.3080493629289,20.773268173865354,206.16844728128635,17.89656660427833,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.2,0.5,1.0,112,721692,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,716653,5039,680.329268292683,575.0121951219512,16.27307005358206,2,20,312.26148005175963,27.106031254493,221.65670824885765,19.241033702157782,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.8,0.2,1.0,115,729859,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,724739,5120,1518.686746987952,365.2048192771084,16.2109375,3,20,231.90147777907512,20.130336612766932,231.88160079895096,20.128611180464492,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.8,0.8,1.0,118,738008,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,732906,5102,1284.6565656565656,696.7979797979798,19.404155233241866,4,20,432.6908649275817,37.55997091385254,204.3713762308898,17.74057085337585,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.5,0.2,1.0,121,746118,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,741061,5057,1052.6363636363637,471.3838383838384,19.57682420407356,5,20,266.05427371926345,23.094989038130496,154.49952839757788,13.41141739562308,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.5,0.8,1.0,124,754254,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,749153,5101,973.0102040816327,804.5,19.21191923152323,6,20,180.34110862410904,15.654610123620584,166.25624093843442,14.431965359239099,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.2,0.2,1.0,127,762377,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,757331,5046,623.2272727272727,386.9431818181818,17.43955608402695,7,20,290.3964776248694,25.20802757160325,214.92700056844208,18.65685768823282,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.2,0.8,1.0,130,770468,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,765424,5044,718.3176470588236,823.435294117647,16.851704996034893,8,20,360.67777972101703,31.308835045227198,264.01348712534195,22.917837424074822,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,0.0,0.5,0.5,1.0,133,778609,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,773533,5076,1060.144578313253,685.8915662650602,16.351457840819542,9,20,175.17988227068324,15.206587002663476,156.622494851325,13.595702678066408,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.8,0.2,2.0,234,1034301,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1029265,5036,1613.0777777777778,363.7888888888889,17.871326449563146,1,20,247.41136859679258,21.47668130180492,266.38892712315794,23.124038812774128,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.5,0.5,2.0,237,1042446,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1037366,5080,1184.15625,733.4166666666666,18.89763779527559,2,20,299.43371894942646,25.992510325471027,233.69941497179602,20.286407549635072,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.8,0.5,2.0,240,1050577,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1045509,5068,1615.9795918367347,659.795918367347,19.337016574585636,3,20,245.01021014425808,21.268247408355734,283.0330599704474,24.56884201132356,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.2,0.5,2.0,243,1058709,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1053637,5072,985.4795918367347,629.704081632653,19.321766561514195,4,20,596.9560116871063,51.81909823672799,221.41061857062488,19.2196717509223,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.5,0.8,2.0,246,1066859,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1061771,5088,1218.9545454545455,763.0227272727273,17.29559748427673,5,20,307.33860457889136,26.67869831413988,231.8098204820081,20.122380250174317,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.8,0.8,2.0,249,1075017,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1069905,5112,1529.8117647058823,833.5882352941177,16.62754303599374,6,20,225.01858635581763,19.53286339894249,248.13927722078571,21.539867814304316,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.5,0.2,2.0,252,1083156,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1078054,5102,1049.148148148148,519.0493827160494,15.876127009016072,7,20,318.71765295416196,27.66646293004877,195.58901306879855,16.978212939999874,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.2,0.2,2.0,255,1091332,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1086236,5096,720.1625,456.5625,15.698587127158556,8,20,411.50455029337655,35.720881101855596,249.53528245019783,21.66104882380189,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
20,168,0,1.0,0.2,0.8,2.0,258,1099450,2048.0,1152.0,2048.0,1152.0,2349.767648087785,2349.767648087785,1094402,5048,1007.421052631579,836.9263157894737,18.81933438985737,9,20,625.932364970556,54.334406681471904,212.18878491384336,18.41916535710446,1991,,Firefox,Windows,male,caucasian,perfectSight,noCorrection,grad,0,0,0,0,a,1,1
